"","date","region","country","cases"
"1161","2020-07-01","Northern Africa","Libya",50
"1162","2020-07-02","Northern Africa","Libya",17
"1163","2020-07-03","Northern Africa","Libya",27
"1164","2020-07-04","Northern Africa","Libya",71
"1165","2020-07-05","Northern Africa","Libya",57
"1166","2020-07-06","Northern Africa","Libya",71
"1167","2020-07-07","Northern Africa","Libya",65
"1168","2020-07-08","Northern Africa","Libya",86
"1169","2020-07-09","Northern Africa","Libya",74
"1170","2020-07-10","Northern Africa","Libya",47
"1171","2020-07-11","Northern Africa","Libya",44
"1172","2020-07-12","Northern Africa","Libya",79
"1173","2020-07-13","Northern Africa","Libya",51
"1174","2020-07-14","Northern Africa","Libya",16
"1175","2020-07-15","Northern Africa","Libya",73
"1176","2020-07-16","Northern Africa","Libya",52
"1177","2020-07-17","Northern Africa","Libya",87
"1178","2020-07-18","Northern Africa","Libya",75
"1179","2020-07-19","Northern Africa","Libya",114
"1180","2020-07-20","Northern Africa","Libya",108
"1181","2020-07-21","Northern Africa","Libya",0
"1182","2020-07-22","Northern Africa","Libya",88
"1183","2020-07-23","Northern Africa","Libya",138
"1184","2020-07-24","Northern Africa","Libya",110
"1185","2020-07-25","Northern Africa","Libya",123
"1186","2020-07-26","Northern Africa","Libya",122
"1187","2020-07-27","Northern Africa","Libya",158
"1188","2020-07-28","Northern Africa","Libya",190
"1189","2020-07-29","Northern Africa","Libya",205
"1190","2020-07-30","Northern Africa","Libya",216
"1191","2020-07-31","Northern Africa","Libya",183
"1192","2020-08-01","Northern Africa","Libya",70
"1193","2020-08-02","Northern Africa","Libya",146
"1194","2020-08-03","Northern Africa","Libya",226
"1195","2020-08-04","Northern Africa","Libya",161
"1196","2020-08-05","Northern Africa","Libya",251
"1197","2020-08-06","Northern Africa","Libya",404
"1198","2020-08-07","Northern Africa","Libya",200
"1199","2020-08-08","Northern Africa","Libya",153
"1200","2020-08-09","Northern Africa","Libya",309
"1201","2020-08-10","Northern Africa","Libya",388
"1202","2020-08-11","Northern Africa","Libya",373
"1203","2020-08-12","Northern Africa","Libya",309
"1204","2020-08-13","Northern Africa","Libya",439
"1205","2020-08-14","Northern Africa","Libya",277
"1206","2020-08-15","Northern Africa","Libya",411
"1207","2020-08-16","Northern Africa","Libya",434
"1208","2020-08-17","Northern Africa","Libya",407
"1209","2020-08-18","Northern Africa","Libya",489
"1210","2020-08-19","Northern Africa","Libya",395
"1211","2020-08-20","Northern Africa","Libya",244
"1212","2020-08-21","Northern Africa","Libya",414
"1213","2020-08-22","Northern Africa","Libya",316
"1214","2020-08-23","Northern Africa","Libya",572
"1215","2020-08-24","Northern Africa","Libya",272
"1216","2020-08-25","Northern Africa","Libya",553
"1217","2020-08-26","Northern Africa","Libya",440
"1218","2020-08-27","Northern Africa","Libya",355
"1219","2020-08-28","Northern Africa","Libya",329
"1220","2020-08-29","Northern Africa","Libya",465
"1221","2020-08-30","Northern Africa","Libya",543
"1222","2020-08-31","Northern Africa","Libya",658
"1223","2020-09-01","Northern Africa","Libya",532
"1224","2020-09-02","Northern Africa","Libya",617
"1225","2020-09-03","Northern Africa","Libya",672
"1226","2020-09-04","Northern Africa","Libya",649
"1227","2020-09-05","Northern Africa","Libya",655
"1228","2020-09-06","Northern Africa","Libya",1085
"1229","2020-09-07","Northern Africa","Libya",749
"1230","2020-09-08","Northern Africa","Libya",879
"1231","2020-09-09","Northern Africa","Libya",477
"1232","2020-09-10","Northern Africa","Libya",969
"1233","2020-09-11","Northern Africa","Libya",440
"1234","2020-09-12","Northern Africa","Libya",433
"1235","2020-09-13","Northern Africa","Libya",734
"1236","2020-09-14","Northern Africa","Libya",629
"1237","2020-09-15","Northern Africa","Libya",792
"1238","2020-09-16","Northern Africa","Libya",886
"1239","2020-09-17","Northern Africa","Libya",616
"1240","2020-09-18","Northern Africa","Libya",796
"1241","2020-09-19","Northern Africa","Libya",715
"1242","2020-09-20","Northern Africa","Libya",847
"1243","2020-09-21","Northern Africa","Libya",650
"1244","2020-09-22","Northern Africa","Libya",651
"1245","2020-09-23","Northern Africa","Libya",535
"1246","2020-09-24","Northern Africa","Libya",658
"1247","2020-09-25","Northern Africa","Libya",538
"1248","2020-09-26","Northern Africa","Libya",536
"1249","2020-09-27","Northern Africa","Libya",849
"1250","2020-09-28","Northern Africa","Libya",801
"1251","2020-09-29","Northern Africa","Libya",511
"1252","2020-09-30","Northern Africa","Libya",683
"1253","2020-10-01","Northern Africa","Libya",509
"1254","2020-10-02","Northern Africa","Libya",370
"1255","2020-10-03","Northern Africa","Libya",722
"1256","2020-10-04","Northern Africa","Libya",628
"1257","2020-10-05","Northern Africa","Libya",1031
"1258","2020-10-06","Northern Africa","Libya",1045
"1259","2020-10-07","Northern Africa","Libya",779
"1260","2020-10-08","Northern Africa","Libya",1076
"1261","2020-10-09","Northern Africa","Libya",318
"1262","2020-10-10","Northern Africa","Libya",1026
"1263","2020-10-11","Northern Africa","Libya",1109
"1264","2020-10-12","Northern Africa","Libya",1164
"1265","2020-10-13","Northern Africa","Libya",836
"1266","2020-10-14","Northern Africa","Libya",855
"1267","2020-10-15","Northern Africa","Libya",1169
"1268","2020-10-16","Northern Africa","Libya",0
"1269","2020-10-17","Northern Africa","Libya",945
"1270","2020-10-18","Northern Africa","Libya",1159
"1271","2020-10-19","Northern Africa","Libya",957
"1272","2020-10-20","Northern Africa","Libya",719
"1273","2020-10-21","Northern Africa","Libya",995
"1274","2020-10-22","Northern Africa","Libya",764
"1275","2020-10-23","Northern Africa","Libya",990
"1276","2020-10-24","Northern Africa","Libya",1639
"1277","2020-10-25","Northern Africa","Libya",1210
"1278","2020-10-26","Northern Africa","Libya",752
"1279","2020-10-27","Northern Africa","Libya",899
"1280","2020-10-28","Northern Africa","Libya",782
"1281","2020-10-29","Northern Africa","Libya",972
"1282","2020-10-30","Northern Africa","Libya",467
"1283","2020-10-31","Northern Africa","Libya",950
"1284","2020-11-01","Northern Africa","Libya",862
"1285","2020-11-02","Northern Africa","Libya",781
"1286","2020-11-03","Northern Africa","Libya",899
"1287","2020-11-04","Northern Africa","Libya",853
"1288","2020-11-05","Northern Africa","Libya",1004
"1289","2020-11-06","Northern Africa","Libya",595
"1290","2020-11-07","Northern Africa","Libya",1078
"1291","2020-11-08","Northern Africa","Libya",923
"1292","2020-11-09","Northern Africa","Libya",970
"1293","2020-11-10","Northern Africa","Libya",875
"1294","2020-11-11","Northern Africa","Libya",919
"1295","2020-11-12","Northern Africa","Libya",824
"1296","2020-11-13","Northern Africa","Libya",0
"1297","2020-11-14","Northern Africa","Libya",974
"1298","2020-11-15","Northern Africa","Libya",722
"1299","2020-11-16","Northern Africa","Libya",612
"1300","2020-11-17","Northern Africa","Libya",529
"1301","2020-11-18","Northern Africa","Libya",541
"1302","2020-11-19","Northern Africa","Libya",802
"1303","2020-11-20","Northern Africa","Libya",0
"1304","2020-11-21","Northern Africa","Libya",1015
"1305","2020-11-22","Northern Africa","Libya",650
"1306","2020-11-23","Northern Africa","Libya",707
"1307","2020-11-24","Northern Africa","Libya",617
"1308","2020-11-25","Northern Africa","Libya",610
"1309","2020-11-26","Northern Africa","Libya",866
"1310","2020-11-27","Northern Africa","Libya",0
"1311","2020-11-28","Northern Africa","Libya",1157
"1312","2020-11-29","Northern Africa","Libya",379
"1313","2020-11-30","Northern Africa","Libya",608
"1314","2020-12-01","Northern Africa","Libya",670
"1315","2020-12-02","Northern Africa","Libya",762
"1316","2020-12-03","Northern Africa","Libya",680
"1317","2020-12-04","Northern Africa","Libya",0
"1318","2020-12-05","Northern Africa","Libya",1051
"1319","2020-12-06","Northern Africa","Libya",517
"1320","2020-12-07","Northern Africa","Libya",889
"1321","2020-12-08","Northern Africa","Libya",536
"1322","2020-12-09","Northern Africa","Libya",661
"1323","2020-12-10","Northern Africa","Libya",697
"1324","2020-12-11","Northern Africa","Libya",0
"1325","2020-12-12","Northern Africa","Libya",899
"1326","2020-12-13","Northern Africa","Libya",578
"1327","2020-12-14","Northern Africa","Libya",660
"1328","2020-12-15","Northern Africa","Libya",560
"1329","2020-12-16","Northern Africa","Libya",706
"1330","2020-12-17","Northern Africa","Libya",489
"1331","2020-12-18","Northern Africa","Libya",0
"1332","2020-12-19","Northern Africa","Libya",788
"1333","2020-12-20","Northern Africa","Libya",640
"1334","2020-12-21","Northern Africa","Libya",506
"1335","2020-12-22","Northern Africa","Libya",640
"1336","2020-12-23","Northern Africa","Libya",846
"1337","2020-12-24","Northern Africa","Libya",461
"1338","2020-12-25","Northern Africa","Libya",0
"1339","2020-12-26","Northern Africa","Libya",728
"1340","2020-12-27","Northern Africa","Libya",532
"1341","2020-12-28","Northern Africa","Libya",437
"1342","2020-12-29","Northern Africa","Libya",585
"1343","2020-12-30","Northern Africa","Libya",342
"1344","2020-12-31","Northern Africa","Libya",467
"1345","2021-01-01","Northern Africa","Libya",0
"1346","2021-01-02","Northern Africa","Libya",670
"1347","2021-01-03","Northern Africa","Libya",561
"1348","2021-01-04","Northern Africa","Libya",481
"1349","2021-01-05","Northern Africa","Libya",424
"1350","2021-01-06","Northern Africa","Libya",635
"1351","2021-01-07","Northern Africa","Libya",487
"1352","2021-01-08","Northern Africa","Libya",0
"1353","2021-01-09","Northern Africa","Libya",743
"1354","2021-01-10","Northern Africa","Libya",633
"1355","2021-01-11","Northern Africa","Libya",652
"1356","2021-01-12","Northern Africa","Libya",640
"1357","2021-01-13","Northern Africa","Libya",764
"1358","2021-01-14","Northern Africa","Libya",583
"1359","2021-01-15","Northern Africa","Libya",0
"1360","2021-01-16","Northern Africa","Libya",1071
"1361","2021-01-17","Northern Africa","Libya",781
"1362","2021-01-18","Northern Africa","Libya",596
"1363","2021-01-19","Northern Africa","Libya",659
"1364","2021-01-20","Northern Africa","Libya",622
"1365","2021-01-21","Northern Africa","Libya",794
"1366","2021-01-22","Northern Africa","Libya",0
"1367","2021-01-23","Northern Africa","Libya",1148
"1368","2021-01-24","Northern Africa","Libya",741
"1369","2021-01-25","Northern Africa","Libya",870
"1370","2021-01-26","Northern Africa","Libya",765
"1371","2021-01-27","Northern Africa","Libya",715
"1372","2021-01-28","Northern Africa","Libya",871
"1373","2021-01-29","Northern Africa","Libya",0
"1374","2021-01-30","Northern Africa","Libya",981
"1375","2021-01-31","Northern Africa","Libya",771
"1376","2021-02-01","Northern Africa","Libya",1032
"1377","2021-02-02","Northern Africa","Libya",809
"1378","2021-02-03","Northern Africa","Libya",770
"1379","2021-02-04","Northern Africa","Libya",881
"1380","2021-02-05","Northern Africa","Libya",NA
"1381","2021-02-06","Northern Africa","Libya",1132
"1382","2021-02-07","Northern Africa","Libya",856
"1383","2021-02-08","Northern Africa","Libya",679
"1384","2021-02-09","Northern Africa","Libya",467
"1385","2021-02-10","Northern Africa","Libya",333
"1386","2021-02-11","Northern Africa","Libya",520
"1387","2021-02-12","Northern Africa","Libya",NA
"1388","2021-02-13","Northern Africa","Libya",473
"1389","2021-02-14","Northern Africa","Libya",351
"1390","2021-02-15","Northern Africa","Libya",331
"1391","2021-02-16","Northern Africa","Libya",312
"1392","2021-02-17","Northern Africa","Libya",392
"1393","2021-02-18","Northern Africa","Libya",585
"1394","2021-02-19","Northern Africa","Libya",0
"1395","2021-02-20","Northern Africa","Libya",472
"1396","2021-02-21","Northern Africa","Libya",415
"1397","2021-02-22","Northern Africa","Libya",489
"1398","2021-02-23","Northern Africa","Libya",561
"1399","2021-02-24","Northern Africa","Libya",571
"1400","2021-02-25","Northern Africa","Libya",625
"1401","2021-02-26","Northern Africa","Libya",0
"1402","2021-02-27","Northern Africa","Libya",880
"1403","2021-02-28","Northern Africa","Libya",789
"1404","2021-03-01","Northern Africa","Libya",840
"1405","2021-03-02","Northern Africa","Libya",618
"1406","2021-03-03","Northern Africa","Libya",1002
"1407","2021-03-04","Northern Africa","Libya",895
"1408","2021-03-05","Northern Africa","Libya",0
"1409","2021-03-06","Northern Africa","Libya",1158
"1410","2021-03-07","Northern Africa","Libya",1018
"1411","2021-03-08","Northern Africa","Libya",1030
"1412","2021-03-09","Northern Africa","Libya",910
"1413","2021-03-10","Northern Africa","Libya",1073
"1414","2021-03-11","Northern Africa","Libya",972
"1415","2021-03-12","Northern Africa","Libya",0
"1416","2021-03-13","Northern Africa","Libya",1350
"1417","2021-03-14","Northern Africa","Libya",1087
"1418","2021-03-15","Northern Africa","Libya",1041
"1419","2021-03-16","Northern Africa","Libya",1054
"1420","2021-03-17","Northern Africa","Libya",1032
"1421","2021-03-18","Northern Africa","Libya",1134
"1422","2021-03-19","Northern Africa","Libya",0
"1423","2021-03-20","Northern Africa","Libya",1264
"1424","2021-03-21","Northern Africa","Libya",905
"1425","2021-03-22","Northern Africa","Libya",901
"1426","2021-03-23","Northern Africa","Libya",909
"1427","2021-03-24","Northern Africa","Libya",912
"1428","2021-03-25","Northern Africa","Libya",884
"1429","2021-03-26","Northern Africa","Libya",NA
"1430","2021-03-27","Northern Africa","Libya",733
"1431","2021-03-28","Northern Africa","Libya",696
"1432","2021-03-29","Northern Africa","Libya",706
"1433","2021-03-30","Northern Africa","Libya",706
"1434","2021-03-31","Northern Africa","Libya",1023
"1435","2021-04-01","Northern Africa","Libya",1108
"1436","2021-04-02","Northern Africa","Libya",NA
"1437","2021-04-03","Northern Africa","Libya",1206
"1438","2021-04-04","Northern Africa","Libya",1148
"1439","2021-04-05","Northern Africa","Libya",876
"1440","2021-04-06","Northern Africa","Libya",969
"1441","2021-04-07","Northern Africa","Libya",869
"1442","2021-04-08","Northern Africa","Libya",732
"1443","2021-04-09","Northern Africa","Libya",NA
"1444","2021-04-10","Northern Africa","Libya",937
"1445","2021-04-11","Northern Africa","Libya",851
"1446","2021-04-12","Northern Africa","Libya",828
"1447","2021-04-13","Northern Africa","Libya",541
"1448","2021-04-14","Northern Africa","Libya",513
"1449","2021-04-15","Northern Africa","Libya",573
"1450","2021-04-16","Northern Africa","Libya",NA
"1451","2021-04-17","Northern Africa","Libya",749
"1452","2021-04-18","Northern Africa","Libya",584
"1453","2021-04-19","Northern Africa","Libya",625
"1454","2021-04-20","Northern Africa","Libya",594
"1455","2021-04-21","Northern Africa","Libya",533
"1456","2021-04-22","Northern Africa","Libya",536
"1457","2021-04-23","Northern Africa","Libya",NA
"1458","2021-04-24","Northern Africa","Libya",534
"1459","2021-04-25","Northern Africa","Libya",467
"1460","2021-04-26","Northern Africa","Libya",501
"1461","2021-04-27","Northern Africa","Libya",447
"1462","2021-04-28","Northern Africa","Libya",371
"1463","2021-04-29","Northern Africa","Libya",436
"1464","2021-04-30","Northern Africa","Libya",NA
"1465","2021-05-01","Northern Africa","Libya",363
"1466","2021-05-02","Northern Africa","Libya",464
"1467","2021-05-03","Northern Africa","Libya",NA
"1468","2020-01-01","Northern Africa","Mauritania",0
"1469","2020-01-02","Northern Africa","Mauritania",0
"1470","2020-01-03","Northern Africa","Mauritania",0
"1471","2020-01-04","Northern Africa","Mauritania",0
"1472","2020-01-05","Northern Africa","Mauritania",0
"1473","2020-01-06","Northern Africa","Mauritania",0
"1474","2020-01-07","Northern Africa","Mauritania",0
"1475","2020-01-08","Northern Africa","Mauritania",0
"1476","2020-01-09","Northern Africa","Mauritania",0
"1477","2020-01-10","Northern Africa","Mauritania",0
"1478","2020-01-11","Northern Africa","Mauritania",0
"1479","2020-01-12","Northern Africa","Mauritania",0
"1480","2020-01-13","Northern Africa","Mauritania",0
"1481","2020-01-14","Northern Africa","Mauritania",0
"1482","2020-01-15","Northern Africa","Mauritania",0
"1483","2020-01-16","Northern Africa","Mauritania",0
"1484","2020-01-17","Northern Africa","Mauritania",0
"1485","2020-01-18","Northern Africa","Mauritania",0
"1486","2020-01-19","Northern Africa","Mauritania",0
"1487","2020-01-20","Northern Africa","Mauritania",0
"1488","2020-01-21","Northern Africa","Mauritania",0
"1489","2020-01-22","Northern Africa","Mauritania",0
"1490","2020-01-23","Northern Africa","Mauritania",0
"1491","2020-01-24","Northern Africa","Mauritania",0
"1492","2020-01-25","Northern Africa","Mauritania",0
"1493","2020-01-26","Northern Africa","Mauritania",0
"1494","2020-01-27","Northern Africa","Mauritania",0
"1495","2020-01-28","Northern Africa","Mauritania",0
"1496","2020-01-29","Northern Africa","Mauritania",0
"1497","2020-01-30","Northern Africa","Mauritania",0
"1498","2020-01-31","Northern Africa","Mauritania",0
"1499","2020-02-01","Northern Africa","Mauritania",0
"1500","2020-02-02","Northern Africa","Mauritania",0
"1501","2020-02-03","Northern Africa","Mauritania",0
"1502","2020-02-04","Northern Africa","Mauritania",0
"1503","2020-02-05","Northern Africa","Mauritania",0
"1504","2020-02-06","Northern Africa","Mauritania",0
"1505","2020-02-07","Northern Africa","Mauritania",0
"1506","2020-02-08","Northern Africa","Mauritania",0
"1507","2020-02-09","Northern Africa","Mauritania",0
"1508","2020-02-10","Northern Africa","Mauritania",0
"1509","2020-02-11","Northern Africa","Mauritania",0
"1510","2020-02-12","Northern Africa","Mauritania",0
"1511","2020-02-13","Northern Africa","Mauritania",0
"1512","2020-02-14","Northern Africa","Mauritania",0
"1513","2020-02-15","Northern Africa","Mauritania",0
"1514","2020-02-16","Northern Africa","Mauritania",0
"1515","2020-02-17","Northern Africa","Mauritania",0
"1516","2020-02-18","Northern Africa","Mauritania",0
"1517","2020-02-19","Northern Africa","Mauritania",0
"1518","2020-02-20","Northern Africa","Mauritania",0
"1519","2020-02-21","Northern Africa","Mauritania",0
"1520","2020-02-22","Northern Africa","Mauritania",0
"1521","2020-02-23","Northern Africa","Mauritania",0
"1522","2020-02-24","Northern Africa","Mauritania",0
"1523","2020-02-25","Northern Africa","Mauritania",0
"1524","2020-02-26","Northern Africa","Mauritania",0
"1525","2020-02-27","Northern Africa","Mauritania",0
"1526","2020-02-28","Northern Africa","Mauritania",0
"1527","2020-02-29","Northern Africa","Mauritania",0
"1528","2020-03-01","Northern Africa","Mauritania",0
"1529","2020-03-02","Northern Africa","Mauritania",0
"1530","2020-03-03","Northern Africa","Mauritania",0
"1531","2020-03-04","Northern Africa","Mauritania",0
"1532","2020-03-05","Northern Africa","Mauritania",0
"1533","2020-03-06","Northern Africa","Mauritania",0
"1534","2020-03-07","Northern Africa","Mauritania",0
"1535","2020-03-08","Northern Africa","Mauritania",0
"1536","2020-03-09","Northern Africa","Mauritania",0
"1537","2020-03-10","Northern Africa","Mauritania",0
"1538","2020-03-11","Northern Africa","Mauritania",0
"1539","2020-03-12","Northern Africa","Mauritania",0
"1540","2020-03-13","Northern Africa","Mauritania",1
"1541","2020-03-14","Northern Africa","Mauritania",0
"1542","2020-03-15","Northern Africa","Mauritania",0
"1543","2020-03-16","Northern Africa","Mauritania",0
"1544","2020-03-17","Northern Africa","Mauritania",0
"1545","2020-03-18","Northern Africa","Mauritania",1
"1546","2020-03-19","Northern Africa","Mauritania",0
"1547","2020-03-20","Northern Africa","Mauritania",0
"1548","2020-03-21","Northern Africa","Mauritania",0
"1549","2020-03-22","Northern Africa","Mauritania",0
"1550","2020-03-23","Northern Africa","Mauritania",0
"1551","2020-03-24","Northern Africa","Mauritania",0
"1552","2020-03-25","Northern Africa","Mauritania",0
"1553","2020-03-26","Northern Africa","Mauritania",1
"1554","2020-03-27","Northern Africa","Mauritania",0
"1555","2020-03-28","Northern Africa","Mauritania",2
"1556","2020-03-29","Northern Africa","Mauritania",0
"1557","2020-03-30","Northern Africa","Mauritania",1
"1558","2020-03-31","Northern Africa","Mauritania",0
"1559","2020-04-01","Northern Africa","Mauritania",0
"1560","2020-04-02","Northern Africa","Mauritania",0
"1561","2020-04-03","Northern Africa","Mauritania",0
"1562","2020-04-04","Northern Africa","Mauritania",0
"1563","2020-04-05","Northern Africa","Mauritania",0
"1564","2020-04-06","Northern Africa","Mauritania",0
"1565","2020-04-07","Northern Africa","Mauritania",0
"1566","2020-04-08","Northern Africa","Mauritania",0
"1567","2020-04-09","Northern Africa","Mauritania",1
"1568","2020-04-10","Northern Africa","Mauritania",0
"1569","2020-04-11","Northern Africa","Mauritania",0
"1570","2020-04-12","Northern Africa","Mauritania",0
"1571","2020-04-13","Northern Africa","Mauritania",0
"1572","2020-04-14","Northern Africa","Mauritania",0
"1573","2020-04-15","Northern Africa","Mauritania",0
"1574","2020-04-16","Northern Africa","Mauritania",0
"1575","2020-04-17","Northern Africa","Mauritania",0
"1576","2020-04-18","Northern Africa","Mauritania",0
"1577","2020-04-19","Northern Africa","Mauritania",0
"1578","2020-04-20","Northern Africa","Mauritania",0
"1579","2020-04-21","Northern Africa","Mauritania",0
"1580","2020-04-22","Northern Africa","Mauritania",0
"1581","2020-04-23","Northern Africa","Mauritania",0
"1582","2020-04-24","Northern Africa","Mauritania",0
"1583","2020-04-25","Northern Africa","Mauritania",0
"1584","2020-04-26","Northern Africa","Mauritania",0
"1585","2020-04-27","Northern Africa","Mauritania",0
"1586","2020-04-28","Northern Africa","Mauritania",0
"1587","2020-04-29","Northern Africa","Mauritania",1
"1588","2020-04-30","Northern Africa","Mauritania",0
"1589","2020-05-01","Northern Africa","Mauritania",0
"1590","2020-05-02","Northern Africa","Mauritania",0
"1591","2020-05-03","Northern Africa","Mauritania",0
"1592","2020-05-04","Northern Africa","Mauritania",0
"1593","2020-05-05","Northern Africa","Mauritania",0
"1594","2020-05-06","Northern Africa","Mauritania",0
"1595","2020-05-07","Northern Africa","Mauritania",0
"1596","2020-05-08","Northern Africa","Mauritania",0
"1597","2020-05-09","Northern Africa","Mauritania",0
"1598","2020-05-10","Northern Africa","Mauritania",0
"1599","2020-05-11","Northern Africa","Mauritania",0
"1600","2020-05-12","Northern Africa","Mauritania",1
"1601","2020-05-13","Northern Africa","Mauritania",0
"1602","2020-05-14","Northern Africa","Mauritania",7
"1603","2020-05-15","Northern Africa","Mauritania",13
"1604","2020-05-16","Northern Africa","Mauritania",11
"1605","2020-05-17","Northern Africa","Mauritania",22
"1606","2020-05-18","Northern Africa","Mauritania",19
"1607","2020-05-19","Northern Africa","Mauritania",50
"1608","2020-05-20","Northern Africa","Mauritania",10
"1609","2020-05-21","Northern Africa","Mauritania",32
"1610","2020-05-22","Northern Africa","Mauritania",27
"1611","2020-05-23","Northern Africa","Mauritania",27
"1612","2020-05-24","Northern Africa","Mauritania",10
"1613","2020-05-25","Northern Africa","Mauritania",25
"1614","2020-05-26","Northern Africa","Mauritania",6
"1615","2020-05-27","Northern Africa","Mauritania",24
"1616","2020-05-28","Northern Africa","Mauritania",54
"1617","2020-05-29","Northern Africa","Mauritania",77
"1618","2020-05-30","Northern Africa","Mauritania",60
"1619","2020-05-31","Northern Africa","Mauritania",47
"1620","2020-06-01","Northern Africa","Mauritania",58
"1621","2020-06-02","Northern Africa","Mauritania",80
"1622","2020-06-03","Northern Africa","Mauritania",77
"1623","2020-06-04","Northern Africa","Mauritania",39
"1624","2020-06-05","Northern Africa","Mauritania",99
"1625","2020-06-06","Northern Africa","Mauritania",64
"1626","2020-06-07","Northern Africa","Mauritania",102
"1627","2020-06-08","Northern Africa","Mauritania",55
"1628","2020-06-09","Northern Africa","Mauritania",58
"1629","2020-06-10","Northern Africa","Mauritania",121
"1630","2020-06-11","Northern Africa","Mauritania",156
"1631","2020-06-12","Northern Africa","Mauritania",133
"1632","2020-06-13","Northern Africa","Mauritania",110
"1633","2020-06-14","Northern Africa","Mauritania",101
"1634","2020-06-15","Northern Africa","Mauritania",104
"1635","2020-06-16","Northern Africa","Mauritania",170
"1636","2020-06-17","Northern Africa","Mauritania",166
"1637","2020-06-18","Northern Africa","Mauritania",201
"1638","2020-06-19","Northern Africa","Mauritania",197
"1639","2020-06-20","Northern Africa","Mauritania",192
"1640","2020-06-21","Northern Africa","Mauritania",171
"1641","2020-06-22","Northern Africa","Mauritania",137
"1642","2020-06-23","Northern Africa","Mauritania",171
"1643","2020-06-24","Northern Africa","Mauritania",227
"1644","2020-06-25","Northern Africa","Mauritania",220
"1645","2020-06-26","Northern Africa","Mauritania",168
"1646","2020-06-27","Northern Africa","Mauritania",118
"1647","2020-06-28","Northern Africa","Mauritania",124
"1648","2020-06-29","Northern Africa","Mauritania",88
"1649","2020-06-30","Northern Africa","Mauritania",126
"1650","2020-07-01","Northern Africa","Mauritania",109
"1651","2020-07-02","Northern Africa","Mauritania",134
"1652","2020-07-03","Northern Africa","Mauritania",99
"1653","2020-07-04","Northern Africa","Mauritania",122
"1654","2020-07-05","Northern Africa","Mauritania",52
"1655","2020-07-06","Northern Africa","Mauritania",69
"1656","2020-07-07","Northern Africa","Mauritania",76
"1657","2020-07-08","Northern Africa","Mauritania",63
"1658","2020-07-09","Northern Africa","Mauritania",39
"1659","2020-07-10","Northern Africa","Mauritania",77
"1660","2020-07-11","Northern Africa","Mauritania",72
"1661","2020-07-12","Northern Africa","Mauritania",80
"1662","2020-07-13","Northern Africa","Mauritania",91
"1663","2020-07-14","Northern Africa","Mauritania",72
"1664","2020-07-15","Northern Africa","Mauritania",46
"1665","2020-07-16","Northern Africa","Mauritania",95
"1666","2020-07-17","Northern Africa","Mauritania",51
"1667","2020-07-18","Northern Africa","Mauritania",103
"1668","2020-07-19","Northern Africa","Mauritania",60
"1669","2020-07-20","Northern Africa","Mauritania",50
"1670","2020-07-21","Northern Africa","Mauritania",62
"1671","2020-07-22","Northern Africa","Mauritania",42
"1672","2020-07-23","Northern Africa","Mauritania",40
"1673","2020-07-24","Northern Africa","Mauritania",49
"1674","2020-07-25","Northern Africa","Mauritania",35
"1675","2020-07-26","Northern Africa","Mauritania",20
"1676","2020-07-27","Northern Africa","Mauritania",37
"1677","2020-07-28","Northern Africa","Mauritania",41
"1678","2020-07-29","Northern Africa","Mauritania",24
"1679","2020-07-30","Northern Africa","Mauritania",22
"1680","2020-07-31","Northern Africa","Mauritania",15
"1681","2020-08-01","Northern Africa","Mauritania",9
"1682","2020-08-02","Northern Africa","Mauritania",4
"1683","2020-08-03","Northern Africa","Mauritania",59
"1684","2020-08-04","Northern Africa","Mauritania",36
"1685","2020-08-05","Northern Africa","Mauritania",26
"1686","2020-08-06","Northern Africa","Mauritania",29
"1687","2020-08-07","Northern Africa","Mauritania",25
"1688","2020-08-08","Northern Africa","Mauritania",12
"1689","2020-08-09","Northern Africa","Mauritania",8
"1690","2020-08-10","Northern Africa","Mauritania",32
"1691","2020-08-11","Northern Africa","Mauritania",48
"1692","2020-08-12","Northern Africa","Mauritania",24
"1693","2020-08-13","Northern Africa","Mauritania",31
"1694","2020-08-14","Northern Africa","Mauritania",23
"1695","2020-08-15","Northern Africa","Mauritania",17
"1696","2020-08-16","Northern Africa","Mauritania",8
"1697","2020-08-17","Northern Africa","Mauritania",61
"1698","2020-08-18","Northern Africa","Mauritania",27
"1699","2020-08-19","Northern Africa","Mauritania",40
"1700","2020-08-20","Northern Africa","Mauritania",19
"1701","2020-08-21","Northern Africa","Mauritania",37
"1702","2020-08-22","Northern Africa","Mauritania",9
"1703","2020-08-23","Northern Africa","Mauritania",11
"1704","2020-08-24","Northern Africa","Mauritania",23
"1705","2020-08-25","Northern Africa","Mauritania",32
"1706","2020-08-26","Northern Africa","Mauritania",17
"1707","2020-08-27","Northern Africa","Mauritania",16
"1708","2020-08-28","Northern Africa","Mauritania",19
"1709","2020-08-29","Northern Africa","Mauritania",6
"1710","2020-08-30","Northern Africa","Mauritania",4
"1711","2020-08-31","Northern Africa","Mauritania",26
"1712","2020-09-01","Northern Africa","Mauritania",27
"1713","2020-09-02","Northern Africa","Mauritania",14
"1714","2020-09-03","Northern Africa","Mauritania",17
"1715","2020-09-04","Northern Africa","Mauritania",20
"1716","2020-09-05","Northern Africa","Mauritania",8
"1717","2020-09-06","Northern Africa","Mauritania",8
"1718","2020-09-07","Northern Africa","Mauritania",23
"1719","2020-09-08","Northern Africa","Mauritania",11
