"","date","region","country","cases"
"580","2020-03-31","Northern Africa","Egypt",54
"581","2020-04-01","Northern Africa","Egypt",69
"582","2020-04-02","Northern Africa","Egypt",86
"583","2020-04-03","Northern Africa","Egypt",120
"584","2020-04-04","Northern Africa","Egypt",85
"585","2020-04-05","Northern Africa","Egypt",103
"586","2020-04-06","Northern Africa","Egypt",149
"587","2020-04-07","Northern Africa","Egypt",128
"588","2020-04-08","Northern Africa","Egypt",110
"589","2020-04-09","Northern Africa","Egypt",139
"590","2020-04-10","Northern Africa","Egypt",95
"591","2020-04-11","Northern Africa","Egypt",145
"592","2020-04-12","Northern Africa","Egypt",126
"593","2020-04-13","Northern Africa","Egypt",125
"594","2020-04-14","Northern Africa","Egypt",160
"595","2020-04-15","Northern Africa","Egypt",155
"596","2020-04-16","Northern Africa","Egypt",168
"597","2020-04-17","Northern Africa","Egypt",171
"598","2020-04-18","Northern Africa","Egypt",188
"599","2020-04-19","Northern Africa","Egypt",112
"600","2020-04-20","Northern Africa","Egypt",189
"601","2020-04-21","Northern Africa","Egypt",157
"602","2020-04-22","Northern Africa","Egypt",169
"603","2020-04-23","Northern Africa","Egypt",232
"604","2020-04-24","Northern Africa","Egypt",201
"605","2020-04-25","Northern Africa","Egypt",227
"606","2020-04-26","Northern Africa","Egypt",215
"607","2020-04-27","Northern Africa","Egypt",248
"608","2020-04-28","Northern Africa","Egypt",260
"609","2020-04-29","Northern Africa","Egypt",226
"610","2020-04-30","Northern Africa","Egypt",269
"611","2020-05-01","Northern Africa","Egypt",358
"612","2020-05-02","Northern Africa","Egypt",0
"613","2020-05-03","Northern Africa","Egypt",298
"614","2020-05-04","Northern Africa","Egypt",272
"615","2020-05-05","Northern Africa","Egypt",736
"616","2020-05-06","Northern Africa","Egypt",387
"617","2020-05-07","Northern Africa","Egypt",0
"618","2020-05-08","Northern Africa","Egypt",393
"619","2020-05-09","Northern Africa","Egypt",495
"620","2020-05-10","Northern Africa","Egypt",924
"621","2020-05-11","Northern Africa","Egypt",346
"622","2020-05-12","Northern Africa","Egypt",347
"623","2020-05-13","Northern Africa","Egypt",338
"624","2020-05-14","Northern Africa","Egypt",398
"625","2020-05-15","Northern Africa","Egypt",399
"626","2020-05-16","Northern Africa","Egypt",491
"627","2020-05-17","Northern Africa","Egypt",510
"628","2020-05-18","Northern Africa","Egypt",535
"629","2020-05-19","Northern Africa","Egypt",720
"630","2020-05-20","Northern Africa","Egypt",745
"631","2020-05-21","Northern Africa","Egypt",774
"632","2020-05-22","Northern Africa","Egypt",783
"633","2020-05-23","Northern Africa","Egypt",727
"634","2020-05-24","Northern Africa","Egypt",752
"635","2020-05-25","Northern Africa","Egypt",702
"636","2020-05-26","Northern Africa","Egypt",789
"637","2020-05-27","Northern Africa","Egypt",910
"638","2020-05-28","Northern Africa","Egypt",1127
"639","2020-05-29","Northern Africa","Egypt",1289
"640","2020-05-30","Northern Africa","Egypt",1367
"641","2020-05-31","Northern Africa","Egypt",1536
"642","2020-06-01","Northern Africa","Egypt",1399
"643","2020-06-02","Northern Africa","Egypt",1152
"644","2020-06-03","Northern Africa","Egypt",1079
"645","2020-06-04","Northern Africa","Egypt",1152
"646","2020-06-05","Northern Africa","Egypt",1348
"647","2020-06-06","Northern Africa","Egypt",1497
"648","2020-06-07","Northern Africa","Egypt",1467
"649","2020-06-08","Northern Africa","Egypt",1365
"650","2020-06-09","Northern Africa","Egypt",1385
"651","2020-06-10","Northern Africa","Egypt",1455
"652","2020-06-11","Northern Africa","Egypt",1442
"653","2020-06-12","Northern Africa","Egypt",1577
"654","2020-06-13","Northern Africa","Egypt",1677
"655","2020-06-14","Northern Africa","Egypt",1618
"656","2020-06-15","Northern Africa","Egypt",1691
"657","2020-06-16","Northern Africa","Egypt",1567
"658","2020-06-17","Northern Africa","Egypt",1363
"659","2020-06-18","Northern Africa","Egypt",1218
"660","2020-06-19","Northern Africa","Egypt",1774
"661","2020-06-20","Northern Africa","Egypt",1547
"662","2020-06-21","Northern Africa","Egypt",1475
"663","2020-06-22","Northern Africa","Egypt",1576
"664","2020-06-23","Northern Africa","Egypt",1332
"665","2020-06-24","Northern Africa","Egypt",1420
"666","2020-06-25","Northern Africa","Egypt",1569
"667","2020-06-26","Northern Africa","Egypt",1625
"668","2020-06-27","Northern Africa","Egypt",1168
"669","2020-06-28","Northern Africa","Egypt",1265
"670","2020-06-29","Northern Africa","Egypt",1566
"671","2020-06-30","Northern Africa","Egypt",1557
"672","2020-07-01","Northern Africa","Egypt",1503
"673","2020-07-02","Northern Africa","Egypt",1485
"674","2020-07-03","Northern Africa","Egypt",1412
"675","2020-07-04","Northern Africa","Egypt",1324
"676","2020-07-05","Northern Africa","Egypt",1218
"677","2020-07-06","Northern Africa","Egypt",969
"678","2020-07-07","Northern Africa","Egypt",1057
"679","2020-07-08","Northern Africa","Egypt",1025
"680","2020-07-09","Northern Africa","Egypt",950
"681","2020-07-10","Northern Africa","Egypt",981
"682","2020-07-11","Northern Africa","Egypt",923
"683","2020-07-12","Northern Africa","Egypt",912
"684","2020-07-13","Northern Africa","Egypt",931
"685","2020-07-14","Northern Africa","Egypt",929
"686","2020-07-15","Northern Africa","Egypt",913
"687","2020-07-16","Northern Africa","Egypt",928
"688","2020-07-17","Northern Africa","Egypt",703
"689","2020-07-18","Northern Africa","Egypt",698
"690","2020-07-19","Northern Africa","Egypt",603
"691","2020-07-20","Northern Africa","Egypt",627
"692","2020-07-21","Northern Africa","Egypt",676
"693","2020-07-22","Northern Africa","Egypt",667
"694","2020-07-23","Northern Africa","Egypt",668
"695","2020-07-24","Northern Africa","Egypt",659
"696","2020-07-25","Northern Africa","Egypt",511
"697","2020-07-26","Northern Africa","Egypt",479
"698","2020-07-27","Northern Africa","Egypt",420
"699","2020-07-28","Northern Africa","Egypt",465
"700","2020-07-29","Northern Africa","Egypt",409
"701","2020-07-30","Northern Africa","Egypt",401
"702","2020-07-31","Northern Africa","Egypt",321
"703","2020-08-01","Northern Africa","Egypt",238
"704","2020-08-02","Northern Africa","Egypt",167
"705","2020-08-03","Northern Africa","Egypt",157
"706","2020-08-04","Northern Africa","Egypt",112
"707","2020-08-05","Northern Africa","Egypt",123
"708","2020-08-06","Northern Africa","Egypt",131
"709","2020-08-07","Northern Africa","Egypt",141
"710","2020-08-08","Northern Africa","Egypt",167
"711","2020-08-09","Northern Africa","Egypt",178
"712","2020-08-10","Northern Africa","Egypt",174
"713","2020-08-11","Northern Africa","Egypt",168
"714","2020-08-12","Northern Africa","Egypt",129
"715","2020-08-13","Northern Africa","Egypt",145
"716","2020-08-14","Northern Africa","Egypt",112
"717","2020-08-15","Northern Africa","Egypt",116
"718","2020-08-16","Northern Africa","Egypt",139
"719","2020-08-17","Northern Africa","Egypt",115
"720","2020-08-18","Northern Africa","Egypt",163
"721","2020-08-19","Northern Africa","Egypt",161
"722","2020-08-20","Northern Africa","Egypt",111
"723","2020-08-21","Northern Africa","Egypt",123
"724","2020-08-22","Northern Africa","Egypt",89
"725","2020-08-23","Northern Africa","Egypt",103
"726","2020-08-24","Northern Africa","Egypt",138
"727","2020-08-25","Northern Africa","Egypt",141
"728","2020-08-26","Northern Africa","Egypt",206
"729","2020-08-27","Northern Africa","Egypt",237
"730","2020-08-28","Northern Africa","Egypt",223
"731","2020-08-29","Northern Africa","Egypt",212
"732","2020-08-30","Northern Africa","Egypt",230
"733","2020-08-31","Northern Africa","Egypt",212
"734","2020-09-01","Northern Africa","Egypt",176
"735","2020-09-02","Northern Africa","Egypt",165
"736","2020-09-03","Northern Africa","Egypt",145
"737","2020-09-04","Northern Africa","Egypt",157
"738","2020-09-05","Northern Africa","Egypt",130
"739","2020-09-06","Northern Africa","Egypt",151
"740","2020-09-07","Northern Africa","Egypt",178
"741","2020-09-08","Northern Africa","Egypt",187
"742","2020-09-09","Northern Africa","Egypt",175
"743","2020-09-10","Northern Africa","Egypt",154
"744","2020-09-11","Northern Africa","Egypt",151
"745","2020-09-12","Northern Africa","Egypt",148
"746","2020-09-13","Northern Africa","Egypt",153
"747","2020-09-14","Northern Africa","Egypt",168
"748","2020-09-15","Northern Africa","Egypt",163
"749","2020-09-16","Northern Africa","Egypt",160
"750","2020-09-17","Northern Africa","Egypt",141
"751","2020-09-18","Northern Africa","Egypt",131
"752","2020-09-19","Northern Africa","Egypt",128
"753","2020-09-20","Northern Africa","Egypt",115
"754","2020-09-21","Northern Africa","Egypt",126
"755","2020-09-22","Northern Africa","Egypt",113
"756","2020-09-23","Northern Africa","Egypt",121
"757","2020-09-24","Northern Africa","Egypt",138
"758","2020-09-25","Northern Africa","Egypt",112
"759","2020-09-26","Northern Africa","Egypt",111
"760","2020-09-27","Northern Africa","Egypt",104
"761","2020-09-28","Northern Africa","Egypt",115
"762","2020-09-29","Northern Africa","Egypt",124
"763","2020-09-30","Northern Africa","Egypt",119
"764","2020-10-01","Northern Africa","Egypt",119
"765","2020-10-02","Northern Africa","Egypt",149
"766","2020-10-03","Northern Africa","Egypt",109
"767","2020-10-04","Northern Africa","Egypt",108
"768","2020-10-05","Northern Africa","Egypt",98
"769","2020-10-06","Northern Africa","Egypt",121
"770","2020-10-07","Northern Africa","Egypt",133
"771","2020-10-08","Northern Africa","Egypt",121
"772","2020-10-09","Northern Africa","Egypt",106
"773","2020-10-10","Northern Africa","Egypt",125
"774","2020-10-11","Northern Africa","Egypt",129
"775","2020-10-12","Northern Africa","Egypt",132
"776","2020-10-13","Northern Africa","Egypt",139
"777","2020-10-14","Northern Africa","Egypt",128
"778","2020-10-15","Northern Africa","Egypt",118
"779","2020-10-16","Northern Africa","Egypt",126
"780","2020-10-17","Northern Africa","Egypt",138
"781","2020-10-18","Northern Africa","Egypt",127
"782","2020-10-19","Northern Africa","Egypt",123
"783","2020-10-20","Northern Africa","Egypt",158
"784","2020-10-21","Northern Africa","Egypt",178
"785","2020-10-22","Northern Africa","Egypt",177
"786","2020-10-23","Northern Africa","Egypt",170
"787","2020-10-24","Northern Africa","Egypt",167
"788","2020-10-25","Northern Africa","Egypt",143
"789","2020-10-26","Northern Africa","Egypt",167
"790","2020-10-27","Northern Africa","Egypt",170
"791","2020-10-28","Northern Africa","Egypt",153
"792","2020-10-29","Northern Africa","Egypt",179
"793","2020-10-30","Northern Africa","Egypt",167
"794","2020-10-31","Northern Africa","Egypt",179
"795","2020-11-01","Northern Africa","Egypt",181
"796","2020-11-02","Northern Africa","Egypt",189
"797","2020-11-03","Northern Africa","Egypt",197
"798","2020-11-04","Northern Africa","Egypt",431
"799","2020-11-05","Northern Africa","Egypt",201
"800","2020-11-06","Northern Africa","Egypt",0
"801","2020-11-07","Northern Africa","Egypt",208
"802","2020-11-08","Northern Africa","Egypt",239
"803","2020-11-09","Northern Africa","Egypt",221
"804","2020-11-10","Northern Africa","Egypt",232
"805","2020-11-11","Northern Africa","Egypt",227
"806","2020-11-12","Northern Africa","Egypt",214
"807","2020-11-13","Northern Africa","Egypt",224
"808","2020-11-14","Northern Africa","Egypt",228
"809","2020-11-15","Northern Africa","Egypt",220
"810","2020-11-16","Northern Africa","Egypt",242
"811","2020-11-17","Northern Africa","Egypt",275
"812","2020-11-18","Northern Africa","Egypt",329
"813","2020-11-19","Northern Africa","Egypt",342
"814","2020-11-20","Northern Africa","Egypt",363
"815","2020-11-21","Northern Africa","Egypt",358
"816","2020-11-22","Northern Africa","Egypt",351
"817","2020-11-23","Northern Africa","Egypt",354
"818","2020-11-24","Northern Africa","Egypt",361
"819","2020-11-25","Northern Africa","Egypt",365
"820","2020-11-26","Northern Africa","Egypt",368
"821","2020-11-27","Northern Africa","Egypt",357
"822","2020-11-28","Northern Africa","Egypt",351
"823","2020-11-29","Northern Africa","Egypt",358
"824","2020-11-30","Northern Africa","Egypt",370
"825","2020-12-01","Northern Africa","Egypt",392
"826","2020-12-02","Northern Africa","Egypt",421
"827","2020-12-03","Northern Africa","Egypt",432
"828","2020-12-04","Northern Africa","Egypt",427
"829","2020-12-05","Northern Africa","Egypt",431
"830","2020-12-06","Northern Africa","Egypt",418
"831","2020-12-07","Northern Africa","Egypt",415
"832","2020-12-08","Northern Africa","Egypt",434
"833","2020-12-09","Northern Africa","Egypt",421
"834","2020-12-10","Northern Africa","Egypt",445
"835","2020-12-11","Northern Africa","Egypt",464
"836","2020-12-12","Northern Africa","Egypt",478
"837","2020-12-13","Northern Africa","Egypt",486
"838","2020-12-14","Northern Africa","Egypt",511
"839","2020-12-15","Northern Africa","Egypt",523
"840","2020-12-16","Northern Africa","Egypt",544
"841","2020-12-17","Northern Africa","Egypt",548
"842","2020-12-18","Northern Africa","Egypt",579
"843","2020-12-19","Northern Africa","Egypt",611
"844","2020-12-20","Northern Africa","Egypt",664
"845","2020-12-21","Northern Africa","Egypt",718
"846","2020-12-22","Northern Africa","Egypt",788
"847","2020-12-23","Northern Africa","Egypt",911
"848","2020-12-24","Northern Africa","Egypt",1021
"849","2020-12-25","Northern Africa","Egypt",1133
"850","2020-12-26","Northern Africa","Egypt",1189
"851","2020-12-27","Northern Africa","Egypt",1226
"852","2020-12-28","Northern Africa","Egypt",1359
"853","2020-12-29","Northern Africa","Egypt",1333
"854","2020-12-30","Northern Africa","Egypt",1411
"855","2020-12-31","Northern Africa","Egypt",1418
"856","2021-01-01","Northern Africa","Egypt",1409
"857","2021-01-02","Northern Africa","Egypt",1407
"858","2021-01-03","Northern Africa","Egypt",1309
"859","2021-01-04","Northern Africa","Egypt",1277
"860","2021-01-05","Northern Africa","Egypt",1119
"861","2021-01-06","Northern Africa","Egypt",1007
"862","2021-01-07","Northern Africa","Egypt",1219
"863","2021-01-08","Northern Africa","Egypt",1001
"864","2021-01-09","Northern Africa","Egypt",989
"865","2021-01-10","Northern Africa","Egypt",993
"866","2021-01-11","Northern Africa","Egypt",961
"867","2021-01-12","Northern Africa","Egypt",970
"868","2021-01-13","Northern Africa","Egypt",996
"869","2021-01-14","Northern Africa","Egypt",1022
"870","2021-01-15","Northern Africa","Egypt",879
"871","2021-01-16","Northern Africa","Egypt",887
"872","2021-01-17","Northern Africa","Egypt",890
"873","2021-01-18","Northern Africa","Egypt",878
"874","2021-01-19","Northern Africa","Egypt",899
"875","2021-01-20","Northern Africa","Egypt",789
"876","2021-01-21","Northern Africa","Egypt",752
"877","2021-01-22","Northern Africa","Egypt",748
"878","2021-01-23","Northern Africa","Egypt",680
"879","2021-01-24","Northern Africa","Egypt",674
"880","2021-01-25","Northern Africa","Egypt",669
"881","2021-01-26","Northern Africa","Egypt",643
"882","2021-01-27","Northern Africa","Egypt",632
"883","2021-01-28","Northern Africa","Egypt",521
"884","2021-01-29","Northern Africa","Egypt",589
"885","2021-01-30","Northern Africa","Egypt",547
"886","2021-01-31","Northern Africa","Egypt",533
"887","2021-02-01","Northern Africa","Egypt",541
"888","2021-02-02","Northern Africa","Egypt",521
"889","2021-02-03","Northern Africa","Egypt",512
"890","2021-02-04","Northern Africa","Egypt",532
"891","2021-02-05","Northern Africa","Egypt",540
"892","2021-02-06","Northern Africa","Egypt",509
"893","2021-02-07","Northern Africa","Egypt",534
"894","2021-02-08","Northern Africa","Egypt",567
"895","2021-02-09","Northern Africa","Egypt",573
"896","2021-02-10","Northern Africa","Egypt",610
"897","2021-02-11","Northern Africa","Egypt",603
"898","2021-02-12","Northern Africa","Egypt",609
"899","2021-02-13","Northern Africa","Egypt",600
"900","2021-02-14","Northern Africa","Egypt",611
"901","2021-02-15","Northern Africa","Egypt",613
"902","2021-02-16","Northern Africa","Egypt",633
"903","2021-02-17","Northern Africa","Egypt",618
"904","2021-02-18","Northern Africa","Egypt",656
"905","2021-02-19","Northern Africa","Egypt",610
"906","2021-02-20","Northern Africa","Egypt",600
"907","2021-02-21","Northern Africa","Egypt",608
"908","2021-02-22","Northern Africa","Egypt",623
"909","2021-02-23","Northern Africa","Egypt",633
"910","2021-02-24","Northern Africa","Egypt",644
"911","2021-02-25","Northern Africa","Egypt",589
"912","2021-02-26","Northern Africa","Egypt",601
"913","2021-02-27","Northern Africa","Egypt",588
"914","2021-02-28","Northern Africa","Egypt",595
"915","2021-03-01","Northern Africa","Egypt",586
"916","2021-03-02","Northern Africa","Egypt",581
"917","2021-03-03","Northern Africa","Egypt",577
"918","2021-03-04","Northern Africa","Egypt",587
"919","2021-03-05","Northern Africa","Egypt",579
"920","2021-03-06","Northern Africa","Egypt",588
"921","2021-03-07","Northern Africa","Egypt",581
"922","2021-03-08","Northern Africa","Egypt",591
"923","2021-03-09","Northern Africa","Egypt",622
"924","2021-03-10","Northern Africa","Egypt",645
"925","2021-03-11","Northern Africa","Egypt",639
"926","2021-03-12","Northern Africa","Egypt",639
"927","2021-03-13","Northern Africa","Egypt",641
"928","2021-03-14","Northern Africa","Egypt",644
"929","2021-03-15","Northern Africa","Egypt",631
"930","2021-03-16","Northern Africa","Egypt",640
"931","2021-03-17","Northern Africa","Egypt",645
"932","2021-03-18","Northern Africa","Egypt",642
"933","2021-03-19","Northern Africa","Egypt",645
"934","2021-03-20","Northern Africa","Egypt",644
"935","2021-03-21","Northern Africa","Egypt",647
"936","2021-03-22","Northern Africa","Egypt",643
"937","2021-03-23","Northern Africa","Egypt",648
"938","2021-03-24","Northern Africa","Egypt",641
"939","2021-03-25","Northern Africa","Egypt",661
"940","2021-03-26","Northern Africa","Egypt",670
"941","2021-03-27","Northern Africa","Egypt",683
"942","2021-03-28","Northern Africa","Egypt",686
"943","2021-03-29","Northern Africa","Egypt",689
"944","2021-03-30","Northern Africa","Egypt",693
"945","2021-03-31","Northern Africa","Egypt",699
"946","2021-04-01","Northern Africa","Egypt",712
"947","2021-04-02","Northern Africa","Egypt",703
"948","2021-04-03","Northern Africa","Egypt",710
"949","2021-04-04","Northern Africa","Egypt",709
"950","2021-04-05","Northern Africa","Egypt",767
"951","2021-04-06","Northern Africa","Egypt",778
"952","2021-04-07","Northern Africa","Egypt",783
"953","2021-04-08","Northern Africa","Egypt",789
"954","2021-04-09","Northern Africa","Egypt",794
"955","2021-04-10","Northern Africa","Egypt",801
"956","2021-04-11","Northern Africa","Egypt",812
"957","2021-04-12","Northern Africa","Egypt",818
"958","2021-04-13","Northern Africa","Egypt",823
"959","2021-04-14","Northern Africa","Egypt",831
"960","2021-04-15","Northern Africa","Egypt",837
"961","2021-04-16","Northern Africa","Egypt",841
"962","2021-04-17","Northern Africa","Egypt",845
"963","2021-04-18","Northern Africa","Egypt",850
"964","2021-04-19","Northern Africa","Egypt",852
"965","2021-04-20","Northern Africa","Egypt",855
"966","2021-04-21","Northern Africa","Egypt",861
"967","2021-04-22","Northern Africa","Egypt",872
"968","2021-04-23","Northern Africa","Egypt",884
"969","2021-04-24","Northern Africa","Egypt",912
"970","2021-04-25","Northern Africa","Egypt",953
"971","2021-04-26","Northern Africa","Egypt",991
"972","2021-04-27","Northern Africa","Egypt",1003
"973","2021-04-28","Northern Africa","Egypt",1011
"974","2021-04-29","Northern Africa","Egypt",1003
"975","2021-04-30","Northern Africa","Egypt",1021
"976","2021-05-01","Northern Africa","Egypt",1032
"977","2021-05-02","Northern Africa","Egypt",NA
"978","2021-05-03","Northern Africa","Egypt",NA
"979","2020-01-01","Northern Africa","Libya",0
"980","2020-01-02","Northern Africa","Libya",0
"981","2020-01-03","Northern Africa","Libya",0
"982","2020-01-04","Northern Africa","Libya",0
"983","2020-01-05","Northern Africa","Libya",0
"984","2020-01-06","Northern Africa","Libya",0
"985","2020-01-07","Northern Africa","Libya",0
"986","2020-01-08","Northern Africa","Libya",0
"987","2020-01-09","Northern Africa","Libya",0
"988","2020-01-10","Northern Africa","Libya",0
"989","2020-01-11","Northern Africa","Libya",0
"990","2020-01-12","Northern Africa","Libya",0
"991","2020-01-13","Northern Africa","Libya",0
"992","2020-01-14","Northern Africa","Libya",0
"993","2020-01-15","Northern Africa","Libya",0
"994","2020-01-16","Northern Africa","Libya",0
"995","2020-01-17","Northern Africa","Libya",0
"996","2020-01-18","Northern Africa","Libya",0
"997","2020-01-19","Northern Africa","Libya",0
"998","2020-01-20","Northern Africa","Libya",0
"999","2020-01-21","Northern Africa","Libya",0
"1000","2020-01-22","Northern Africa","Libya",0
"1001","2020-01-23","Northern Africa","Libya",0
"1002","2020-01-24","Northern Africa","Libya",0
"1003","2020-01-25","Northern Africa","Libya",0
"1004","2020-01-26","Northern Africa","Libya",0
"1005","2020-01-27","Northern Africa","Libya",0
"1006","2020-01-28","Northern Africa","Libya",0
"1007","2020-01-29","Northern Africa","Libya",0
"1008","2020-01-30","Northern Africa","Libya",0
"1009","2020-01-31","Northern Africa","Libya",0
"1010","2020-02-01","Northern Africa","Libya",0
"1011","2020-02-02","Northern Africa","Libya",0
"1012","2020-02-03","Northern Africa","Libya",0
"1013","2020-02-04","Northern Africa","Libya",0
"1014","2020-02-05","Northern Africa","Libya",0
"1015","2020-02-06","Northern Africa","Libya",0
"1016","2020-02-07","Northern Africa","Libya",0
"1017","2020-02-08","Northern Africa","Libya",0
"1018","2020-02-09","Northern Africa","Libya",0
"1019","2020-02-10","Northern Africa","Libya",0
"1020","2020-02-11","Northern Africa","Libya",0
"1021","2020-02-12","Northern Africa","Libya",0
"1022","2020-02-13","Northern Africa","Libya",0
"1023","2020-02-14","Northern Africa","Libya",0
"1024","2020-02-15","Northern Africa","Libya",0
"1025","2020-02-16","Northern Africa","Libya",0
"1026","2020-02-17","Northern Africa","Libya",0
"1027","2020-02-18","Northern Africa","Libya",0
"1028","2020-02-19","Northern Africa","Libya",0
"1029","2020-02-20","Northern Africa","Libya",0
"1030","2020-02-21","Northern Africa","Libya",0
"1031","2020-02-22","Northern Africa","Libya",0
"1032","2020-02-23","Northern Africa","Libya",0
"1033","2020-02-24","Northern Africa","Libya",0
"1034","2020-02-25","Northern Africa","Libya",0
"1035","2020-02-26","Northern Africa","Libya",0
"1036","2020-02-27","Northern Africa","Libya",0
"1037","2020-02-28","Northern Africa","Libya",0
"1038","2020-02-29","Northern Africa","Libya",0
"1039","2020-03-01","Northern Africa","Libya",0
"1040","2020-03-02","Northern Africa","Libya",0
"1041","2020-03-03","Northern Africa","Libya",0
"1042","2020-03-04","Northern Africa","Libya",0
"1043","2020-03-05","Northern Africa","Libya",0
"1044","2020-03-06","Northern Africa","Libya",0
"1045","2020-03-07","Northern Africa","Libya",0
"1046","2020-03-08","Northern Africa","Libya",0
"1047","2020-03-09","Northern Africa","Libya",0
"1048","2020-03-10","Northern Africa","Libya",0
"1049","2020-03-11","Northern Africa","Libya",0
"1050","2020-03-12","Northern Africa","Libya",0
"1051","2020-03-13","Northern Africa","Libya",0
"1052","2020-03-14","Northern Africa","Libya",0
"1053","2020-03-15","Northern Africa","Libya",0
"1054","2020-03-16","Northern Africa","Libya",0
"1055","2020-03-17","Northern Africa","Libya",0
"1056","2020-03-18","Northern Africa","Libya",0
"1057","2020-03-19","Northern Africa","Libya",0
"1058","2020-03-20","Northern Africa","Libya",0
"1059","2020-03-21","Northern Africa","Libya",0
"1060","2020-03-22","Northern Africa","Libya",0
"1061","2020-03-23","Northern Africa","Libya",0
"1062","2020-03-24","Northern Africa","Libya",1
"1063","2020-03-25","Northern Africa","Libya",0
"1064","2020-03-26","Northern Africa","Libya",0
"1065","2020-03-27","Northern Africa","Libya",0
"1066","2020-03-28","Northern Africa","Libya",2
"1067","2020-03-29","Northern Africa","Libya",5
"1068","2020-03-30","Northern Africa","Libya",0
"1069","2020-03-31","Northern Africa","Libya",2
"1070","2020-04-01","Northern Africa","Libya",0
"1071","2020-04-02","Northern Africa","Libya",1
"1072","2020-04-03","Northern Africa","Libya",0
"1073","2020-04-04","Northern Africa","Libya",6
"1074","2020-04-05","Northern Africa","Libya",1
"1075","2020-04-06","Northern Africa","Libya",1
"1076","2020-04-07","Northern Africa","Libya",2
"1077","2020-04-08","Northern Africa","Libya",0
"1078","2020-04-09","Northern Africa","Libya",3
"1079","2020-04-10","Northern Africa","Libya",0
"1080","2020-04-11","Northern Africa","Libya",1
"1081","2020-04-12","Northern Africa","Libya",0
"1082","2020-04-13","Northern Africa","Libya",1
"1083","2020-04-14","Northern Africa","Libya",9
"1084","2020-04-15","Northern Africa","Libya",13
"1085","2020-04-16","Northern Africa","Libya",1
"1086","2020-04-17","Northern Africa","Libya",0
"1087","2020-04-18","Northern Africa","Libya",0
"1088","2020-04-19","Northern Africa","Libya",2
"1089","2020-04-20","Northern Africa","Libya",0
"1090","2020-04-21","Northern Africa","Libya",8
"1091","2020-04-22","Northern Africa","Libya",0
"1092","2020-04-23","Northern Africa","Libya",1
"1093","2020-04-24","Northern Africa","Libya",0
"1094","2020-04-25","Northern Africa","Libya",1
"1095","2020-04-26","Northern Africa","Libya",0
"1096","2020-04-27","Northern Africa","Libya",0
"1097","2020-04-28","Northern Africa","Libya",0
"1098","2020-04-29","Northern Africa","Libya",0
"1099","2020-04-30","Northern Africa","Libya",0
"1100","2020-05-01","Northern Africa","Libya",2
"1101","2020-05-02","Northern Africa","Libya",0
"1102","2020-05-03","Northern Africa","Libya",0
"1103","2020-05-04","Northern Africa","Libya",0
"1104","2020-05-05","Northern Africa","Libya",0
"1105","2020-05-06","Northern Africa","Libya",1
"1106","2020-05-07","Northern Africa","Libya",0
"1107","2020-05-08","Northern Africa","Libya",0
"1108","2020-05-09","Northern Africa","Libya",0
"1109","2020-05-10","Northern Africa","Libya",0
"1110","2020-05-11","Northern Africa","Libya",0
"1111","2020-05-12","Northern Africa","Libya",0
"1112","2020-05-13","Northern Africa","Libya",0
"1113","2020-05-14","Northern Africa","Libya",0
"1114","2020-05-15","Northern Africa","Libya",0
"1115","2020-05-16","Northern Africa","Libya",1
"1116","2020-05-17","Northern Africa","Libya",0
"1117","2020-05-18","Northern Africa","Libya",0
"1118","2020-05-19","Northern Africa","Libya",3
"1119","2020-05-20","Northern Africa","Libya",1
"1120","2020-05-21","Northern Africa","Libya",2
"1121","2020-05-22","Northern Africa","Libya",1
"1122","2020-05-23","Northern Africa","Libya",3
"1123","2020-05-24","Northern Africa","Libya",0
"1124","2020-05-25","Northern Africa","Libya",0
"1125","2020-05-26","Northern Africa","Libya",2
"1126","2020-05-27","Northern Africa","Libya",22
"1127","2020-05-28","Northern Africa","Libya",6
"1128","2020-05-29","Northern Africa","Libya",13
"1129","2020-05-30","Northern Africa","Libya",12
"1130","2020-05-31","Northern Africa","Libya",26
"1131","2020-06-01","Northern Africa","Libya",12
"1132","2020-06-02","Northern Africa","Libya",14
"1133","2020-06-03","Northern Africa","Libya",14
"1134","2020-06-04","Northern Africa","Libya",13
"1135","2020-06-05","Northern Africa","Libya",30
"1136","2020-06-06","Northern Africa","Libya",17
"1137","2020-06-07","Northern Africa","Libya",14
"1138","2020-06-08","Northern Africa","Libya",62
"1139","2020-06-09","Northern Africa","Libya",27
"1140","2020-06-10","Northern Africa","Libya",19
"1141","2020-06-11","Northern Africa","Libya",15
"1142","2020-06-12","Northern Africa","Libya",16
"1143","2020-06-13","Northern Africa","Libya",9
"1144","2020-06-14","Northern Africa","Libya",36
"1145","2020-06-15","Northern Africa","Libya",13
"1146","2020-06-16","Northern Africa","Libya",17
"1147","2020-06-17","Northern Africa","Libya",16
"1148","2020-06-18","Northern Africa","Libya",10
"1149","2020-06-19","Northern Africa","Libya",10
"1150","2020-06-20","Northern Africa","Libya",24
"1151","2020-06-21","Northern Africa","Libya",27
"1152","2020-06-22","Northern Africa","Libya",24
"1153","2020-06-23","Northern Africa","Libya",44
"1154","2020-06-24","Northern Africa","Libya",31
"1155","2020-06-25","Northern Africa","Libya",28
"1156","2020-06-26","Northern Africa","Libya",15
"1157","2020-06-27","Northern Africa","Libya",14
"1158","2020-06-28","Northern Africa","Libya",35
"1159","2020-06-29","Northern Africa","Libya",40
"1160","2020-06-30","Northern Africa","Libya",22
